somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta
0,Molise,TML_CAT_ALTRO,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_PERSONALE,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_ALTRO,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,90+
0,Molise,TML_CAT_PERSONALE,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,90+
0,Molise,TML_CAT_ALTRO,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,90+
0,Molise,TML_CAT_PERSONALE,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,90+
0,Molise,TML_CAT_ALTRO,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,90+
0,Molise,TML_CAT_PERSONALE,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,90+
0,Molise,TML_CAT_PERSONALE,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,90+
1,Molise,TML_CAT_ALTRO,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_90+,2 - Personale non Sanitario,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,90+
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,16-19
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,16-19
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,16-19
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,16-19
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,16-19
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,16-19
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,20-29
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,20-29
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,20-29
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,20-29
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,20-29
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,20-29
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,30-39
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,30-39
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,30-39
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,30-39
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,30-39
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,30-39
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,40-49
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,40-49
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,40-49
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,40-49
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,40-49
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,40-49
1,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,50-59
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,50-59
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,50-59
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,50-59
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,50-59
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,50-59
5,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,60-69
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,60-69
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,60-69
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,60-69
1,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,60-69
2,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,60-69
7,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,70-79
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,70-79
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,70-79
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,70-79
2,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,70-79
12,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,70-79
28,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,80-89
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,80-89
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,80-89
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,80-89
13,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,80-89
16,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,80-89
27,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_90+,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,90+
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_90+,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,90+
0,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_90+,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,90+
16,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_90+,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,90+
16,Molise,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_90+,3 - Ospiti Strutture Residenziali,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,90+
